Seizoen,Datum,Thuisclub,Uitclub,Thuisscore,Uitscore
1957-1958,1958-02-09,ADO,Fortuna `54,1,2
1957-1958,1958-02-09,Ajax,Elinkwijk,1,1
1957-1958,1958-02-09,Blauw Wit,BVC Amsterdam,1,1
1957-1958,1958-02-09,DOS,NAC,5,2
1957-1958,1958-02-09,MVV,Feijenoord,0,4
1957-1958,1958-02-09,PSV,VVV,3,0
1957-1958,1958-02-09,Rapid JC,GVAV,1,0
1957-1958,1958-02-09,SC Enschede,NOAD,3,0
1957-1958,1958-02-09,Sparta,BVV,3,1
1957-1958,1958-02-16,Blauw Wit,VVV,4,1
1957-1958,1958-02-16,DOS,BVC Amsterdam,3,1
1957-1958,1958-02-16,NAC,BVV,4,2
1957-1958,1958-02-23,Elinkwijk,Rapid JC,2,1
1957-1958,1958-02-23,Feijenoord,SC Enschede,1,1
1957-1958,1958-02-23,Fortuna `54,MVV,0,1
1957-1958,1958-02-23,GVAV,DOS,1,2
1957-1958,1958-02-23,NAC,Sparta,4,1
1957-1958,1958-03-16,ADO,BVV,0,1
1957-1958,1958-03-16,Ajax,NOAD,1,0
1957-1958,1958-03-16,Blauw Wit,NAC,1,1
1957-1958,1958-03-16,Elinkwijk,VVV,2,2
1957-1958,1958-03-16,MVV,BVC Amsterdam,1,1
1957-1958,1958-03-16,PSV,Feijenoord,6,0
1957-1958,1958-03-16,Rapid JC,DOS,1,0
1957-1958,1958-03-16,SC Enschede,Fortuna `54,0,7
1957-1958,1958-03-16,Sparta,GVAV,1,0
1957-1958,1958-03-23,GVAV,BVV,1,2
1957-1958,1958-03-23,NAC,BVC Amsterdam,1,1
1957-1958,1958-03-23,NOAD,PSV,3,1
1957-1958,1958-03-23,VVV,Ajax,1,1
1957-1958,1958-03-30,BVC Amsterdam,SC Enschede,2,2
1957-1958,1958-03-30,BVV,MVV,2,3
1957-1958,1958-03-30,DOS,Sparta,2,1
1957-1958,1958-03-30,Feijenoord,Ajax,2,3
1957-1958,1958-03-30,Fortuna `54,PSV,1,0
1957-1958,1958-03-30,GVAV,Blauw Wit,1,0
1957-1958,1958-03-30,NAC,ADO,0,0
1957-1958,1958-03-30,NOAD,Elinkwijk,1,2
1957-1958,1958-03-30,VVV,Rapid JC,4,1
1957-1958,1958-04-07,ADO,GVAV,1,1
1957-1958,1958-04-07,Ajax,Fortuna `54,2,0
1957-1958,1958-04-07,Blauw Wit,DOS,2,2
1957-1958,1958-04-07,Elinkwijk,Feijenoord,1,0
1957-1958,1958-04-07,MVV,NAC,2,1
1957-1958,1958-04-07,PSV,BVC Amsterdam,6,1
1957-1958,1958-04-07,Rapid JC,Sparta,1,1
1957-1958,1958-04-07,SC Enschede,BVV,4,0
1957-1958,1958-04-07,VVV,NOAD,2,2
1957-1958,1958-04-14,BVC Amsterdam,ADO,2,1
1957-1958,1958-04-14,BVV,Blauw Wit,1,2
1957-1958,1958-04-20,BVC Amsterdam,Ajax,0,2
1957-1958,1958-04-20,BVV,PSV,1,5
1957-1958,1958-04-20,DOS,ADO,4,2
1957-1958,1958-04-20,Feijenoord,VVV,1,3
1957-1958,1958-04-20,Fortuna `54,Elinkwijk,2,2
1957-1958,1958-04-20,GVAV,MVV,0,0
1957-1958,1958-04-20,NAC,SC Enschede,1,2
1957-1958,1958-04-20,NOAD,Rapid JC,2,0
1957-1958,1958-04-20,Sparta,Blauw Wit,0,0
1957-1958,1958-04-27,ADO,Sparta,3,3
1957-1958,1958-04-27,Ajax,BVV,3,1
1957-1958,1958-04-27,Elinkwijk,BVC Amsterdam,2,1
1957-1958,1958-04-27,MVV,DOS,0,4
1957-1958,1958-04-27,PSV,NAC,0,1
1957-1958,1958-04-27,Rapid JC,Blauw Wit,3,1
1957-1958,1958-04-27,SC Enschede,GVAV,3,2
1957-1958,1958-04-27,VVV,Fortuna `54,0,1
1957-1958,1958-04-30,NOAD,Feijenoord,1,1
1957-1958,1958-05-11,Blauw Wit,ADO,3,2
1957-1958,1958-05-11,BVC Amsterdam,VVV,6,1
1957-1958,1958-05-11,BVV,Elinkwijk,1,0
1957-1958,1958-05-11,DOS,SC Enschede,0,2
1957-1958,1958-05-11,Feijenoord,Rapid JC,5,1
1957-1958,1958-05-11,Fortuna `54,NOAD,1,2
1957-1958,1958-05-11,GVAV,PSV,7,1
1957-1958,1958-05-11,NAC,Ajax,2,1
1957-1958,1958-05-11,Sparta,MVV,2,1
1957-1958,1958-05-15,Ajax,GVAV,3,2
1957-1958,1958-05-15,Elinkwijk,NAC,2,1
1957-1958,1958-05-15,Feijenoord,Fortuna `54,1,1
1957-1958,1958-05-15,MVV,Blauw Wit,3,1
1957-1958,1958-05-15,NOAD,BVC Amsterdam,0,2
1957-1958,1958-05-15,PSV,DOS,2,3
1957-1958,1958-05-15,Rapid JC,ADO,0,4
1957-1958,1958-05-15,SC Enschede,Sparta,2,0
1957-1958,1958-05-15,VVV,BVV,6,0
1957-1958,1958-05-18,ADO,MVV,0,1
1957-1958,1958-05-18,Blauw Wit,SC Enschede,1,0
1957-1958,1958-05-18,BVC Amsterdam,Feijenoord,1,1
1957-1958,1958-05-18,BVV,NOAD,0,2
1957-1958,1958-05-18,DOS,Ajax,5,1
1957-1958,1958-05-18,Fortuna `54,Rapid JC,3,0
1957-1958,1958-05-18,GVAV,Elinkwijk,0,0
1957-1958,1958-05-18,NAC,VVV,4,1
1957-1958,1958-05-18,Sparta,PSV,2,0
1957-1958,1958-05-26,Ajax,Sparta,2,2
1957-1958,1958-05-26,Elinkwijk,DOS,2,3
1957-1958,1958-05-26,Feijenoord,BVV,2,4
1957-1958,1958-05-26,Fortuna `54,BVC Amsterdam,3,1
1957-1958,1958-05-26,NOAD,NAC,2,4
1957-1958,1958-05-26,PSV,Blauw Wit,2,3
1957-1958,1958-05-26,Rapid JC,MVV,2,2
1957-1958,1958-05-26,SC Enschede,ADO,4,3
1957-1958,1958-05-26,VVV,GVAV,2,3
1957-1958,1958-06-01,ADO,PSV,2,0
1957-1958,1958-06-01,Blauw Wit,Ajax,2,1
1957-1958,1958-06-01,BVV,Fortuna `54,0,2
1957-1958,1958-06-01,DOS,VVV,6,1
1957-1958,1958-06-01,GVAV,NOAD,5,0
1957-1958,1958-06-01,MVV,SC Enschede,2,1
1957-1958,1958-06-01,NAC,Feijenoord,3,1
1957-1958,1958-06-01,Rapid JC,BVC Amsterdam,1,2
1957-1958,1958-06-01,Sparta,Elinkwijk,0,2
1957-1958,1958-06-04,Ajax,ADO,1,1
1957-1958,1958-06-04,BVC Amsterdam,BVV,3,1
1957-1958,1958-06-04,Elinkwijk,Blauw Wit,0,5
1957-1958,1958-06-04,Feijenoord,GVAV,2,1
1957-1958,1958-06-04,Fortuna `54,NAC,5,5
1957-1958,1958-06-04,NOAD,DOS,3,3
1957-1958,1958-06-04,PSV,MVV,2,0
1957-1958,1958-06-04,SC Enschede,Rapid JC,4,0
1957-1958,1958-06-04,VVV,Sparta,1,0
1958-1959,1958-08-24,Ajax,DWS/A,0,1
1958-1959,1958-08-24,Blauw Wit,PSV,0,2
1958-1959,1958-08-24,Elinkwijk,Fortuna `54,0,1
1958-1959,1958-08-24,Feijenoord,NOAD,3,1
1958-1959,1958-08-24,MVV,Rapid JC,2,2
1958-1959,1958-08-24,SC Enschede,DOS,1,0
1958-1959,1958-08-24,SHS,NAC,2,2
1958-1959,1958-08-24,VVV,ADO,1,1
1958-1959,1958-08-24,Willem II,Sparta,0,0
1958-1959,1958-08-31,ADO,SHS,3,2
1958-1959,1958-08-31,DOS,Blauw Wit,7,3
1958-1959,1958-08-31,DWS/A,VVV,0,0
1958-1959,1958-08-31,Fortuna `54,Willem II,5,4
1958-1959,1958-08-31,NAC,MVV,2,3
1958-1959,1958-08-31,NOAD,SC Enschede,2,6
1958-1959,1958-08-31,PSV,Elinkwijk,2,0
1958-1959,1958-08-31,Rapid JC,Feijenoord,3,3
1958-1959,1958-08-31,Sparta,Ajax,4,2
1958-1959,1958-09-07,Ajax,Fortuna `54,2,0
1958-1959,1958-09-07,Blauw Wit,NOAD,5,1
1958-1959,1958-09-07,DOS,PSV,2,2
1958-1959,1958-09-07,Feijenoord,NAC,2,2
1958-1959,1958-09-07,MVV,ADO,7,1
1958-1959,1958-09-07,SC Enschede,Rapid JC,1,0
1958-1959,1958-09-07,SHS,DWS/A,3,2
1958-1959,1958-09-07,VVV,Sparta,3,3
1958-1959,1958-09-07,Willem II,Elinkwijk,5,1
1958-1959,1958-09-14,ADO,Feijenoord,2,1
1958-1959,1958-09-14,DWS/A,MVV,1,1
1958-1959,1958-09-14,Elinkwijk,Ajax,2,2
1958-1959,1958-09-14,Fortuna `54,VVV,3,1
1958-1959,1958-09-14,NAC,SC Enschede,0,3
1958-1959,1958-09-14,NOAD,DOS,2,0
1958-1959,1958-09-14,PSV,Willem II,3,0
1958-1959,1958-09-14,Rapid JC,Blauw Wit,3,1
1958-1959,1958-09-14,Sparta,SHS,6,1
1958-1959,1958-09-21,Ajax,Willem II,3,1
1958-1959,1958-09-21,Blauw Wit,NAC,4,2
1958-1959,1958-09-21,DOS,Rapid JC,2,1
1958-1959,1958-09-21,Feijenoord,DWS/A,0,0
1958-1959,1958-09-21,MVV,Sparta,2,0
1958-1959,1958-09-21,NOAD,PSV,1,3
1958-1959,1958-09-21,SC Enschede,ADO,2,1
1958-1959,1958-09-21,SHS,Fortuna `54,2,0
1958-1959,1958-09-21,VVV,Elinkwijk,4,1
1958-1959,1958-10-05,ADO,Blauw Wit,1,2
1958-1959,1958-10-05,DWS/A,SC Enschede,6,3
1958-1959,1958-10-05,Elinkwijk,SHS,2,0
1958-1959,1958-10-05,Fortuna `54,MVV,0,0
1958-1959,1958-10-05,NAC,DOS,1,2
1958-1959,1958-10-05,PSV,Ajax,1,1
1958-1959,1958-10-05,Rapid JC,NOAD,5,3
1958-1959,1958-10-05,Sparta,Feijenoord,2,2
1958-1959,1958-10-05,Willem II,VVV,0,3
1958-1959,1958-10-12,Blauw Wit,DWS/A,1,3
1958-1959,1958-10-12,DOS,ADO,5,0
1958-1959,1958-10-12,Feijenoord,Fortuna `54,6,0
1958-1959,1958-10-12,MVV,Elinkwijk,1,3
1958-1959,1958-10-12,NOAD,NAC,3,3
1958-1959,1958-10-12,Rapid JC,PSV,2,1
1958-1959,1958-10-12,SC Enschede,Sparta,0,2
1958-1959,1958-10-12,SHS,Willem II,6,1
1958-1959,1958-10-12,VVV,Ajax,3,2
1958-1959,1958-10-19,ADO,NOAD,5,1
1958-1959,1958-10-19,Ajax,SHS,1,2
1958-1959,1958-10-19,DWS/A,DOS,0,1
1958-1959,1958-10-19,Elinkwijk,Feijenoord,3,6
1958-1959,1958-10-19,Fortuna `54,SC Enschede,2,0
1958-1959,1958-10-19,NAC,Rapid JC,0,3
1958-1959,1958-10-19,PSV,VVV,0,1
1958-1959,1958-10-19,Sparta,Blauw Wit,2,1
1958-1959,1958-10-19,Willem II,MVV,3,3
1958-1959,1958-10-26,Blauw Wit,Fortuna `54,1,0
1958-1959,1958-10-26,DOS,Sparta,0,3
1958-1959,1958-10-26,Feijenoord,Willem II,6,1
1958-1959,1958-10-26,MVV,Ajax,1,4
1958-1959,1958-10-26,NAC,PSV,3,2
1958-1959,1958-10-26,NOAD,DWS/A,2,2
1958-1959,1958-10-26,Rapid JC,ADO,6,0
1958-1959,1958-10-26,SC Enschede,Elinkwijk,2,2
1958-1959,1958-10-26,SHS,VVV,1,2
1958-1959,1958-11-09,ADO,NAC,3,1
1958-1959,1958-11-09,Ajax,Feijenoord,3,1
1958-1959,1958-11-09,DWS/A,Rapid JC,2,0
1958-1959,1958-11-09,Elinkwijk,Blauw Wit,3,0
1958-1959,1958-11-09,Fortuna `54,DOS,1,2
1958-1959,1958-11-09,PSV,SHS,4,2
1958-1959,1958-11-09,Sparta,NOAD,4,0
1958-1959,1958-11-09,VVV,MVV,1,1
1958-1959,1958-11-09,Willem II,SC Enschede,3,3
1958-1959,1958-11-16,ADO,PSV,2,2
1958-1959,1958-11-16,Blauw Wit,Willem II,6,2
1958-1959,1958-11-16,DOS,Elinkwijk,2,1
1958-1959,1958-11-16,Feijenoord,VVV,2,0
1958-1959,1958-11-16,MVV,SHS,2,2
1958-1959,1958-11-16,NAC,DWS/A,1,1
1958-1959,1958-11-16,NOAD,Fortuna `54,0,0
1958-1959,1958-11-16,Rapid JC,Sparta,0,0
1958-1959,1958-11-16,SC Enschede,Ajax,1,1
1958-1959,1958-11-23,Ajax,Blauw Wit,4,2
1958-1959,1958-11-23,DWS/A,ADO,2,1
1958-1959,1958-11-23,Elinkwijk,NOAD,4,0
1958-1959,1958-11-23,Fortuna `54,Rapid JC,0,1
1958-1959,1958-11-23,PSV,MVV,0,0
1958-1959,1958-11-23,SHS,Feijenoord,1,2
1958-1959,1958-11-23,Sparta,NAC,1,0
1958-1959,1958-11-23,VVV,SC Enschede,3,0
1958-1959,1958-11-23,Willem II,DOS,2,6
1958-1959,1958-11-30,ADO,Sparta,1,6
1958-1959,1958-11-30,Blauw Wit,VVV,5,2
1958-1959,1958-11-30,DOS,Ajax,5,3
1958-1959,1958-11-30,DWS/A,PSV,2,2
1958-1959,1958-11-30,Feijenoord,MVV,3,1
1958-1959,1958-11-30,NAC,Fortuna `54,0,1
1958-1959,1958-11-30,NOAD,Willem II,1,2
1958-1959,1958-11-30,Rapid JC,Elinkwijk,2,1
1958-1959,1958-11-30,SC Enschede,SHS,5,0
1958-1959,1958-12-07,Ajax,NOAD,2,0
1958-1959,1958-12-07,Elinkwijk,NAC,1,3
1958-1959,1958-12-07,Fortuna `54,ADO,3,1
1958-1959,1958-12-07,PSV,Feijenoord,3,1
1958-1959,1958-12-07,SHS,Blauw Wit,1,3
1958-1959,1958-12-07,Sparta,DWS/A,2,2
1958-1959,1958-12-07,VVV,DOS,0,0
1958-1959,1958-12-07,Willem II,Rapid JC,2,0
1958-1959,1958-12-14,ADO,Elinkwijk,2,1
1958-1959,1958-12-14,Blauw Wit,MVV,0,0
1958-1959,1958-12-14,DOS,SHS,10,0
1958-1959,1958-12-14,DWS/A,Fortuna `54,0,2
1958-1959,1958-12-14,NAC,Willem II,4,0
1958-1959,1958-12-14,Rapid JC,Ajax,4,1
1958-1959,1958-12-14,SC Enschede,Feijenoord,4,0
1958-1959,1958-12-14,Sparta,PSV,4,1
1958-1959,1958-12-21,Ajax,NAC,5,2
1958-1959,1958-12-21,Elinkwijk,DWS/A,3,3
1958-1959,1958-12-21,Feijenoord,Blauw Wit,5,1
1958-1959,1958-12-21,Fortuna `54,Sparta,3,1
1958-1959,1958-12-21,MVV,DOS,1,3
1958-1959,1958-12-21,SC Enschede,PSV,6,3
1958-1959,1958-12-21,SHS,NOAD,1,7
1958-1959,1958-12-21,VVV,Rapid JC,1,1
1958-1959,1958-12-21,Willem II,ADO,1,1
1958-1959,1958-12-26,ADO,Ajax,3,4
1958-1959,1958-12-26,Blauw Wit,SC Enschede,0,3
1958-1959,1958-12-26,DOS,Feijenoord,0,1
1958-1959,1958-12-26,DWS/A,Willem II,4,1
1958-1959,1958-12-26,NAC,VVV,2,2
1958-1959,1958-12-26,NOAD,MVV,1,1
1958-1959,1958-12-26,PSV,Fortuna `54,1,2
1958-1959,1958-12-26,Rapid JC,SHS,2,1
1958-1959,1958-12-26,Sparta,Elinkwijk,3,0
1958-1959,1958-12-28,Ajax,ADO,3,3
1958-1959,1958-12-28,Elinkwijk,Sparta,0,0
1958-1959,1958-12-28,Feijenoord,DOS,4,1
1958-1959,1958-12-28,Fortuna `54,PSV,1,1
1958-1959,1958-12-28,MVV,NOAD,4,2
1958-1959,1958-12-28,SC Enschede,Blauw Wit,2,1
1958-1959,1958-12-28,SHS,Rapid JC,0,1
1958-1959,1958-12-28,VVV,NAC,2,3
1958-1959,1958-12-28,Willem II,DWS/A,2,1
1958-1959,1959-01-04,ADO,VVV,5,1
1958-1959,1959-01-04,DOS,SC Enschede,2,3
1958-1959,1959-01-04,DWS/A,Ajax,1,2
1958-1959,1959-01-04,Fortuna `54,Elinkwijk,3,2
1958-1959,1959-01-04,NAC,SHS,5,0
1958-1959,1959-01-04,NOAD,Feijenoord,2,1
1958-1959,1959-01-04,PSV,Blauw Wit,5,4
1958-1959,1959-01-04,Sparta,Willem II,3,0
1958-1959,1959-01-11,Elinkwijk,PSV,3,0
1958-1959,1959-01-11,SC Enschede,NOAD,0,0
1958-1959,1959-01-18,Rapid JC,MVV,3,1
1958-1959,1959-01-25,Ajax,Sparta,1,1
1958-1959,1959-01-25,Blauw Wit,DOS,1,1
1958-1959,1959-01-25,Feijenoord,Rapid JC,2,0
1958-1959,1959-01-25,MVV,NAC,3,0
1958-1959,1959-01-25,SHS,ADO,2,2
1958-1959,1959-01-25,VVV,DWS/A,6,2
1958-1959,1959-01-25,Willem II,Fortuna `54,0,4
1958-1959,1959-02-01,ADO,MVV,0,1
1958-1959,1959-02-01,DWS/A,SHS,2,1
1958-1959,1959-02-01,Elinkwijk,Willem II,4,2
1958-1959,1959-02-01,Fortuna `54,Ajax,3,1
1958-1959,1959-02-01,NAC,Feijenoord,3,0
1958-1959,1959-02-01,PSV,DOS,1,3
1958-1959,1959-02-01,Rapid JC,SC Enschede,3,1
1958-1959,1959-02-01,Sparta,VVV,2,1
1958-1959,1959-02-08,NOAD,Blauw Wit,1,4
1958-1959,1959-02-22,Ajax,Elinkwijk,1,4
1958-1959,1959-02-22,Blauw Wit,Rapid JC,1,2
1958-1959,1959-02-22,DOS,NOAD,2,2
1958-1959,1959-02-22,Feijenoord,ADO,4,0
1958-1959,1959-02-22,MVV,DWS/A,4,2
1958-1959,1959-02-22,SC Enschede,NAC,6,2
1958-1959,1959-02-22,SHS,Sparta,1,5
1958-1959,1959-02-22,VVV,Fortuna `54,1,1
1958-1959,1959-02-22,Willem II,PSV,1,0
1958-1959,1959-03-01,ADO,SC Enschede,2,0
1958-1959,1959-03-01,DWS/A,Feijenoord,0,5
1958-1959,1959-03-01,Elinkwijk,VVV,1,1
1958-1959,1959-03-01,Fortuna `54,SHS,4,1
1958-1959,1959-03-01,NAC,Blauw Wit,3,0
1958-1959,1959-03-01,PSV,NOAD,4,3
1958-1959,1959-03-01,Rapid JC,DOS,2,0
1958-1959,1959-03-01,Sparta,MVV,3,0
1958-1959,1959-03-01,Willem II,Ajax,5,1
1958-1959,1959-03-08,Ajax,PSV,1,0
1958-1959,1959-03-08,Blauw Wit,ADO,1,1
1958-1959,1959-03-08,DOS,NAC,3,2
1958-1959,1959-03-08,Feijenoord,Sparta,0,3
1958-1959,1959-03-08,MVV,Fortuna `54,2,2
1958-1959,1959-03-08,NOAD,Rapid JC,0,1
1958-1959,1959-03-08,SC Enschede,DWS/A,3,2
1958-1959,1959-03-08,SHS,Elinkwijk,0,1
1958-1959,1959-03-08,VVV,Willem II,5,2
1958-1959,1959-03-15,ADO,DOS,1,1
1958-1959,1959-03-15,Ajax,VVV,3,0
1958-1959,1959-03-15,DWS/A,Blauw Wit,2,2
1958-1959,1959-03-15,Elinkwijk,MVV,1,1
1958-1959,1959-03-15,Fortuna `54,Feijenoord,0,8
1958-1959,1959-03-15,NAC,NOAD,4,2
1958-1959,1959-03-15,PSV,Rapid JC,1,1
1958-1959,1959-03-15,Sparta,SC Enschede,3,1
1958-1959,1959-03-15,Willem II,SHS,5,0
1958-1959,1959-03-22,Blauw Wit,Sparta,1,1
1958-1959,1959-03-22,DOS,DWS/A,9,0
1958-1959,1959-03-22,Feijenoord,Elinkwijk,1,0
1958-1959,1959-03-22,MVV,Willem II,2,4
1958-1959,1959-03-22,NOAD,ADO,1,1
1958-1959,1959-03-22,Rapid JC,NAC,2,3
1958-1959,1959-03-22,SC Enschede,Fortuna `54,1,1
1958-1959,1959-03-22,SHS,Ajax,2,9
1958-1959,1959-03-22,VVV,PSV,1,2
1958-1959,1959-03-30,ADO,Rapid JC,2,2
1958-1959,1959-03-30,Ajax,MVV,0,2
1958-1959,1959-03-30,DWS/A,NOAD,2,1
1958-1959,1959-03-30,Elinkwijk,SC Enschede,4,0
1958-1959,1959-03-30,Fortuna `54,Blauw Wit,2,2
1958-1959,1959-03-30,PSV,NAC,1,3
1958-1959,1959-03-30,Sparta,DOS,1,1
1958-1959,1959-03-30,VVV,SHS,4,1
1958-1959,1959-03-30,Willem II,Feijenoord,2,1
1958-1959,1959-04-05,Blauw Wit,Elinkwijk,0,0
1958-1959,1959-04-05,DOS,Fortuna `54,0,0
1958-1959,1959-04-05,Feijenoord,Ajax,0,5
1958-1959,1959-04-05,MVV,VVV,6,2
1958-1959,1959-04-05,NAC,ADO,2,1
1958-1959,1959-04-05,NOAD,Sparta,0,4
1958-1959,1959-04-05,Rapid JC,DWS/A,1,0
1958-1959,1959-04-05,SC Enschede,Willem II,1,1
1958-1959,1959-04-05,SHS,PSV,2,3
1958-1959,1959-04-12,Ajax,SC Enschede,2,2
1958-1959,1959-04-12,DWS/A,NAC,3,5
1958-1959,1959-04-12,Elinkwijk,DOS,0,4
1958-1959,1959-04-12,Fortuna `54,NOAD,3,1
1958-1959,1959-04-12,PSV,ADO,1,2
1958-1959,1959-04-12,SHS,MVV,4,1
1958-1959,1959-04-12,Sparta,Rapid JC,0,0
1958-1959,1959-04-12,VVV,Feijenoord,4,2
1958-1959,1959-04-12,Willem II,Blauw Wit,3,1
1958-1959,1959-04-23,Feijenoord,SHS,4,1
1958-1959,1959-04-26,ADO,DWS/A,4,4
1958-1959,1959-04-26,Blauw Wit,Ajax,1,0
1958-1959,1959-04-26,DOS,Willem II,2,0
1958-1959,1959-04-26,MVV,PSV,1,1
1958-1959,1959-04-26,NAC,Sparta,0,3
1958-1959,1959-04-26,NOAD,Elinkwijk,1,0
1958-1959,1959-04-26,Rapid JC,Fortuna `54,0,0
1958-1959,1959-04-26,SC Enschede,VVV,2,0
1958-1959,1959-04-30,NOAD,VVV,2,3
1958-1959,1959-05-03,Ajax,DOS,2,0
1958-1959,1959-05-03,Elinkwijk,Rapid JC,1,3
1958-1959,1959-05-03,Fortuna `54,NAC,2,1
1958-1959,1959-05-03,MVV,Feijenoord,1,1
1958-1959,1959-05-03,PSV,DWS/A,4,1
1958-1959,1959-05-03,SHS,SC Enschede,3,2
1958-1959,1959-05-03,Sparta,ADO,4,1
1958-1959,1959-05-03,VVV,Blauw Wit,6,2
1958-1959,1959-05-03,Willem II,NOAD,1,2
1958-1959,1959-05-17,MVV,SC Enschede,2,0
1958-1959,1959-05-18,ADO,Fortuna `54,2,4
1958-1959,1959-05-18,Blauw Wit,SHS,2,3
1958-1959,1959-05-18,DOS,VVV,1,1
1958-1959,1959-05-18,DWS/A,Sparta,0,4
1958-1959,1959-05-18,Feijenoord,PSV,1,1
1958-1959,1959-05-18,NAC,Elinkwijk,1,1
1958-1959,1959-05-18,NOAD,Ajax,2,2
1958-1959,1959-05-18,Rapid JC,Willem II,4,0
1958-1959,1959-05-18,SC Enschede,MVV,0,2
1958-1959,1959-05-24,Ajax,Rapid JC,0,2
1958-1959,1959-05-24,Elinkwijk,ADO,3,1
1958-1959,1959-05-24,Feijenoord,SC Enschede,4,2
1958-1959,1959-05-24,Fortuna `54,DWS/A,2,1
1958-1959,1959-05-24,MVV,Blauw Wit,4,2
1958-1959,1959-05-24,PSV,Sparta,4,2
1958-1959,1959-05-24,SHS,DOS,3,3
1958-1959,1959-05-24,VVV,NOAD,5,4
1958-1959,1959-05-24,Willem II,NAC,1,5
1958-1959,1959-05-31,ADO,Willem II,7,3
1958-1959,1959-05-31,Blauw Wit,Feijenoord,2,2
1958-1959,1959-05-31,DOS,MVV,6,1
1958-1959,1959-05-31,DWS/A,Elinkwijk,0,2
1958-1959,1959-05-31,NAC,Ajax,2,4
1958-1959,1959-05-31,NOAD,SHS,4,3
1958-1959,1959-05-31,PSV,SC Enschede,0,1
1958-1959,1959-05-31,Rapid JC,VVV,2,1
1958-1959,1959-05-31,Sparta,Fortuna `54,1,1
1959-1960,1959-08-23,ADO,Willem II,3,3
1959-1960,1959-08-23,Ajax,NAC,3,0
1959-1960,1959-08-23,Blauw Wit,Sittardia,5,2
1959-1960,1959-08-23,Elinkwijk,MVV,2,0
1959-1960,1959-08-23,Feijenoord,Sparta,0,1
1959-1960,1959-08-23,Fortuna `54,PSV,0,2
1959-1960,1959-08-23,Rapid JC,DOS,0,2
1959-1960,1959-08-23,Volendam,DWS/A,3,1
1959-1960,1959-08-23,VVV,SC Enschede,3,2
1959-1960,1959-08-30,DOS,Volendam,2,0
1959-1960,1959-08-30,DWS/A,ADO,2,4
1959-1960,1959-08-30,MVV,Fortuna `54,0,6
1959-1960,1959-08-30,NAC,Feijenoord,0,0
1959-1960,1959-08-30,PSV,Ajax,1,1
1959-1960,1959-08-30,SC Enschede,Blauw Wit,6,3
1959-1960,1959-08-30,Sittardia,Rapid JC,1,1
1959-1960,1959-08-30,Sparta,VVV,6,0
1959-1960,1959-08-30,Willem II,Elinkwijk,3,1
1959-1960,1959-09-06,DOS,ADO,3,1
1959-1960,1959-09-06,DWS/A,Elinkwijk,0,1
1959-1960,1959-09-06,MVV,Ajax,3,6
1959-1960,1959-09-06,PSV,NAC,2,0
1959-1960,1959-09-06,SC Enschede,Rapid JC,3,1
1959-1960,1959-09-06,Sittardia,Volendam,1,5
1959-1960,1959-09-06,Sparta,Blauw Wit,0,2
1959-1960,1959-09-06,VVV,Feijenoord,1,1
1959-1960,1959-09-06,Willem II,Fortuna `54,5,1
1959-1960,1959-09-13,ADO,Sittardia,1,2
1959-1960,1959-09-13,Ajax,Willem II,2,2
1959-1960,1959-09-13,Blauw Wit,VVV,2,0
1959-1960,1959-09-13,Elinkwijk,DOS,0,0
1959-1960,1959-09-13,Feijenoord,PSV,1,1
1959-1960,1959-09-13,Fortuna `54,DWS/A,2,1
1959-1960,1959-09-13,NAC,MVV,3,1
1959-1960,1959-09-13,Rapid JC,Sparta,2,0
1959-1960,1959-09-13,Volendam,SC Enschede,2,1
1959-1960,1959-09-20,Blauw Wit,Feijenoord,2,7
1959-1960,1959-09-20,DOS,Fortuna `54,8,0
1959-1960,1959-09-20,DWS/A,Ajax,1,0
1959-1960,1959-09-20,MVV,PSV,0,0
1959-1960,1959-09-20,SC Enschede,ADO,4,1
1959-1960,1959-09-20,Sittardia,Elinkwijk,2,1
1959-1960,1959-09-20,Sparta,Volendam,3,2
1959-1960,1959-09-20,VVV,Rapid JC,1,1
1959-1960,1959-09-20,Willem II,NAC,3,4
1959-1960,1959-09-27,ADO,Sparta,2,0
1959-1960,1959-09-27,Ajax,DOS,2,1
1959-1960,1959-09-27,Elinkwijk,SC Enschede,3,1
1959-1960,1959-09-27,Feijenoord,MVV,6,1
1959-1960,1959-09-27,Fortuna `54,Sittardia,1,1
1959-1960,1959-09-27,NAC,DWS/A,2,2
1959-1960,1959-09-27,PSV,Willem II,2,2
1959-1960,1959-09-27,Rapid JC,Blauw Wit,0,1
1959-1960,1959-09-27,Volendam,VVV,1,2
1959-1960,1959-10-11,Blauw Wit,Volendam,2,3
1959-1960,1959-10-11,DOS,NAC,1,2
1959-1960,1959-10-11,DWS/A,PSV,2,5
1959-1960,1959-10-11,Rapid JC,Feijenoord,1,1
1959-1960,1959-10-11,SC Enschede,Fortuna `54,5,2
1959-1960,1959-10-11,Sittardia,Ajax,1,4
1959-1960,1959-10-11,Sparta,Elinkwijk,0,1
1959-1960,1959-10-11,VVV,ADO,3,1
1959-1960,1959-10-11,Willem II,MVV,3,1
1959-1960,1959-10-18,ADO,Blauw Wit,4,2
1959-1960,1959-10-18,Ajax,SC Enschede,3,0
1959-1960,1959-10-18,Elinkwijk,VVV,0,0
1959-1960,1959-10-18,Feijenoord,Willem II,0,0
1959-1960,1959-10-18,Fortuna `54,Sparta,2,3
