season,date,home_team,away_team,home_score,away_score
1971-1972,1971-12-19,FC Utrecht,FC Groningen,2,2
1971-1972,1971-12-19,Feyenoord,NAC Breda,3,1
1971-1972,1971-12-19,Go Ahead Eagles,NEC,2,2
1971-1972,1971-12-19,MVV,PSV,1,1
1971-1972,1971-12-19,Telstar,Excelsior,1,1
1971-1972,1971-12-19,Vitesse,DWS,3,2
1971-1972,1971-12-19,FC Volendam,Sparta Rotterdam,1,2
1971-1972,1971-12-26,FC Den Bosch,FC Volendam,0,1
1971-1972,1971-12-26,NAC Breda,NEC,1,1
1971-1972,1972-01-02,DWS,Go Ahead Eagles,1,1
1971-1972,1972-01-02,Excelsior,FC Volendam,1,0
1971-1972,1972-01-02,FC Den Haag,Ajax,1,2
1971-1972,1972-01-02,FC Groningen,Telstar,1,1
1971-1972,1972-01-02,FC Twente,Vitesse,0,0
1971-1972,1972-01-02,NAC Breda,FC Utrecht,1,2
1971-1972,1972-01-02,NEC,MVV,0,0
1971-1972,1972-01-02,PSV,Feyenoord,2,0
1971-1972,1972-01-02,Sparta Rotterdam,FC Den Bosch,0,0
1971-1972,1972-01-16,Ajax,Sparta Rotterdam,2,1
1971-1972,1972-01-16,FC Den Bosch,Excelsior,0,0
1971-1972,1972-01-16,FC Twente,FC Den Haag,0,0
1971-1972,1972-01-16,FC Utrecht,PSV,1,0
1971-1972,1972-01-16,Feyenoord,NEC,5,1
1971-1972,1972-01-16,MVV,DWS,2,0
1971-1972,1972-01-16,Telstar,NAC Breda,2,2
1971-1972,1972-01-16,Vitesse,Go Ahead Eagles,1,3
1971-1972,1972-01-16,FC Volendam,FC Groningen,0,2
1971-1972,1972-02-06,DWS,Telstar,0,1
1971-1972,1972-02-06,Excelsior,FC Den Haag,1,1
1971-1972,1972-02-06,Go Ahead Eagles,FC Utrecht,1,1
1971-1972,1972-02-06,MVV,Feyenoord,0,2
1971-1972,1972-02-06,NAC Breda,Ajax,2,5
1971-1972,1972-02-06,NEC,FC Volendam,2,0
1971-1972,1972-02-06,PSV,FC Den Bosch,2,0
1971-1972,1972-02-06,Sparta Rotterdam,Vitesse,4,0
1971-1972,1972-02-22,FC Groningen,FC Twente,0,1
1971-1972,1972-02-26,DWS,Feyenoord,0,2
1971-1972,1972-02-26,Excelsior,Ajax,0,4
1971-1972,1972-02-26,FC Den Haag,Vitesse,4,0
1971-1972,1972-02-26,FC Groningen,FC Den Bosch,1,0
1971-1972,1972-02-26,Go Ahead Eagles,MVV,1,1
1971-1972,1972-02-26,NAC Breda,FC Volendam,2,0
1971-1972,1972-02-26,NEC,FC Utrecht,3,1
1971-1972,1972-02-26,PSV,Telstar,3,0
1971-1972,1972-02-26,Sparta Rotterdam,FC Twente,1,1
1971-1972,1972-03-05,Ajax,FC Groningen,7,0
1971-1972,1972-03-05,FC Den Bosch,NAC Breda,3,2
1971-1972,1972-03-05,FC Den Haag,Sparta Rotterdam,1,1
1971-1972,1972-03-05,FC Twente,Excelsior,3,0
1971-1972,1972-03-05,FC Utrecht,DWS,1,0
1971-1972,1972-03-05,Feyenoord,Go Ahead Eagles,1,0
1971-1972,1972-03-05,Telstar,NEC,2,2
1971-1972,1972-03-05,Vitesse,MVV,1,1
1971-1972,1972-03-05,FC Volendam,PSV,1,1
1971-1972,1972-03-12,Ajax,PSV,4,1
1971-1972,1972-03-12,FC Den Bosch,NEC,1,1
1971-1972,1972-03-12,FC Den Haag,FC Groningen,5,0
1971-1972,1972-03-12,FC Twente,NAC Breda,5,1
1971-1972,1972-03-12,FC Utrecht,MVV,1,0
1971-1972,1972-03-12,Sparta Rotterdam,Excelsior,5,1
1971-1972,1972-03-12,Telstar,Go Ahead Eagles,1,1
1971-1972,1972-03-12,Vitesse,Feyenoord,0,2
1971-1972,1972-03-12,FC Volendam,DWS,3,0
1971-1972,1972-03-19,DWS,FC Den Bosch,2,3
1971-1972,1972-03-19,Excelsior,Vitesse,0,0
1971-1972,1972-03-19,FC Groningen,Sparta Rotterdam,1,0
1971-1972,1972-03-19,Feyenoord,FC Utrecht,0,0
1971-1972,1972-03-19,Go Ahead Eagles,FC Volendam,3,0
1971-1972,1972-03-19,MVV,Telstar,1,2
1971-1972,1972-03-19,NAC Breda,FC Den Haag,0,2
1971-1972,1972-03-19,NEC,Ajax,0,1
1971-1972,1972-03-19,PSV,FC Twente,0,0
1971-1972,1972-03-26,Ajax,DWS,2,0
1971-1972,1972-03-26,Excelsior,FC Groningen,1,1
1971-1972,1972-03-26,FC Den Bosch,Go Ahead Eagles,2,1
1971-1972,1972-03-26,FC Den Haag,PSV,1,1
1971-1972,1972-03-26,FC Twente,NEC,1,1
1971-1972,1972-03-26,Sparta Rotterdam,NAC Breda,4,1
1971-1972,1972-03-26,Telstar,Feyenoord,1,3
1971-1972,1972-03-26,Vitesse,FC Utrecht,1,0
1971-1972,1972-03-26,FC Volendam,MVV,1,0
1971-1972,1972-04-03,DWS,FC Twente,1,1
1971-1972,1972-04-03,FC Groningen,Vitesse,1,0
1971-1972,1972-04-03,FC Utrecht,Telstar,1,1
1971-1972,1972-04-03,Feyenoord,FC Volendam,2,0
1971-1972,1972-04-03,Go Ahead Eagles,Ajax,3,2
1971-1972,1972-04-03,MVV,FC Den Bosch,1,1
1971-1972,1972-04-03,NAC Breda,Excelsior,0,0
1971-1972,1972-04-03,NEC,FC Den Haag,1,0
1971-1972,1972-04-03,PSV,Sparta Rotterdam,0,1
1971-1972,1972-04-09,Ajax,MVV,8,0
1971-1972,1972-04-09,Excelsior,PSV,0,3
1971-1972,1972-04-09,FC Den Bosch,Feyenoord,0,5
1971-1972,1972-04-09,FC Den Haag,DWS,2,0
1971-1972,1972-04-09,FC Groningen,NAC Breda,1,0
1971-1972,1972-04-09,FC Twente,Go Ahead Eagles,4,0
1971-1972,1972-04-09,Sparta Rotterdam,NEC,3,0
1971-1972,1972-04-09,Vitesse,Telstar,1,1
1971-1972,1972-04-09,FC Volendam,FC Utrecht,3,1
1971-1972,1972-04-16,DWS,Sparta Rotterdam,1,2
1971-1972,1972-04-16,FC Utrecht,FC Den Bosch,6,3
1971-1972,1972-04-16,Feyenoord,Ajax,1,5
1971-1972,1972-04-16,Go Ahead Eagles,FC Den Haag,2,3
1971-1972,1972-04-16,MVV,FC Twente,1,1
1971-1972,1972-04-16,NAC Breda,Vitesse,1,0
1971-1972,1972-04-16,NEC,Excelsior,1,0
1971-1972,1972-04-16,PSV,FC Groningen,2,1
1971-1972,1972-04-16,Telstar,FC Volendam,3,0
1971-1972,1972-04-23,Ajax,FC Utrecht,4,0
1971-1972,1972-04-23,Excelsior,DWS,0,2
1971-1972,1972-04-23,FC Den Bosch,Telstar,1,0
1971-1972,1972-04-23,FC Den Haag,MVV,3,3
1971-1972,1972-04-23,FC Groningen,NEC,2,2
1971-1972,1972-04-23,FC Twente,Feyenoord,1,0
1971-1972,1972-04-23,NAC Breda,PSV,0,2
1971-1972,1972-04-23,Sparta Rotterdam,Go Ahead Eagles,3,1
1971-1972,1972-04-23,Vitesse,FC Volendam,1,0
1971-1972,1972-04-30,DWS,FC Groningen,3,0
1971-1972,1972-04-30,FC Utrecht,FC Twente,1,1
1971-1972,1972-04-30,Feyenoord,FC Den Haag,2,1
1971-1972,1972-04-30,Go Ahead Eagles,Excelsior,1,0
1971-1972,1972-04-30,MVV,Sparta Rotterdam,3,0
1971-1972,1972-04-30,NEC,NAC Breda,1,0
1971-1972,1972-04-30,PSV,Vitesse,2,1
1971-1972,1972-04-30,Telstar,Ajax,1,2
1971-1972,1972-04-30,FC Volendam,FC Den Bosch,0,1
1971-1972,1972-05-07,Ajax,FC Volendam,2,0
1971-1972,1972-05-07,Excelsior,MVV,1,1
1971-1972,1972-05-07,FC Den Haag,FC Utrecht,1,1
1971-1972,1972-05-07,FC Groningen,Go Ahead Eagles,0,1
1971-1972,1972-05-07,FC Twente,Telstar,1,0
1971-1972,1972-05-07,NAC Breda,DWS,1,0
1971-1972,1972-05-07,PSV,NEC,2,1
1971-1972,1972-05-07,Sparta Rotterdam,Feyenoord,3,5
1971-1972,1972-05-07,Vitesse,FC Den Bosch,2,0
1971-1972,1972-05-14,DWS,PSV,1,1
1971-1972,1972-05-14,FC Den Bosch,Ajax,0,1
1971-1972,1972-05-14,FC Utrecht,Sparta Rotterdam,0,0
1971-1972,1972-05-14,Feyenoord,Excelsior,1,1
1971-1972,1972-05-14,Go Ahead Eagles,NAC Breda,1,0
1971-1972,1972-05-14,MVV,FC Groningen,2,2
1971-1972,1972-05-14,Telstar,FC Den Haag,1,2
1971-1972,1972-05-14,Vitesse,NEC,2,3
1971-1972,1972-05-14,FC Volendam,FC Twente,0,0
1971-1972,1972-05-22,Ajax,Vitesse,12,1
1971-1972,1972-05-22,Excelsior,FC Utrecht,2,4
1971-1972,1972-05-22,FC Den Haag,FC Volendam,4,0
1971-1972,1972-05-22,FC Groningen,Feyenoord,1,3
1971-1972,1972-05-22,FC Twente,FC Den Bosch,7,0
1971-1972,1972-05-22,NAC Breda,MVV,2,1
1971-1972,1972-05-22,NEC,DWS,3,1
1971-1972,1972-05-22,PSV,Go Ahead Eagles,2,0
1971-1972,1972-05-22,Sparta Rotterdam,Telstar,4,1
1972-1973,1972-08-13,Ajax,Haarlem,3,0
1972-1973,1972-08-13,Excelsior,FC Utrecht,0,3
1972-1973,1972-08-13,FC Den Bosch,MVV,1,0
1972-1973,1972-08-13,FC Den Haag,Sparta Rotterdam,1,1
1972-1973,1972-08-13,FC Groningen,PSV,1,1
1972-1973,1972-08-13,FC Twente,AZ,2,0
1972-1973,1972-08-13,Feyenoord,NEC,1,0
1972-1973,1972-08-13,NAC Breda,Go Ahead Eagles,0,0
1972-1973,1972-08-13,Telstar,FC Amsterdam,2,1
1972-1973,1972-08-20,AZ,FC Den Bosch,0,0
1972-1973,1972-08-20,FC Amsterdam,Ajax,1,2
1972-1973,1972-08-20,FC Utrecht,Feyenoord,0,4
1972-1973,1972-08-20,Go Ahead Eagles,Telstar,2,1
1972-1973,1972-08-20,Haarlem,FC Twente,4,0
1972-1973,1972-08-20,MVV,FC Den Haag,4,1
1972-1973,1972-08-20,NEC,FC Groningen,1,1
1972-1973,1972-08-20,PSV,NAC Breda,5,0
1972-1973,1972-08-20,Sparta Rotterdam,Excelsior,0,1
1972-1973,1972-08-27,Ajax,Go Ahead Eagles,6,0
1972-1973,1972-08-27,Excelsior,MVV,0,0
1972-1973,1972-08-27,FC Den Bosch,Haarlem,0,0
1972-1973,1972-08-27,FC Den Haag,AZ,4,0
1972-1973,1972-08-27,FC Groningen,Feyenoord,1,4
1972-1973,1972-08-27,FC Twente,FC Amsterdam,2,1
1972-1973,1972-08-27,NAC Breda,NEC,1,0
1972-1973,1972-08-27,Sparta Rotterdam,FC Utrecht,6,0
1972-1973,1972-08-27,Telstar,PSV,0,1
1972-1973,1972-09-03,AZ,Excelsior,3,1
1972-1973,1972-09-03,FC Amsterdam,FC Den Bosch,3,2
1972-1973,1972-09-03,FC Utrecht,FC Groningen,0,0
1972-1973,1972-09-03,Feyenoord,NAC Breda,3,1
1972-1973,1972-09-03,Go Ahead Eagles,FC Twente,1,2
1972-1973,1972-09-03,Haarlem,FC Den Haag,0,0
1972-1973,1972-09-03,MVV,Sparta Rotterdam,3,2
1972-1973,1972-09-03,NEC,Telstar,2,0
1972-1973,1972-09-03,PSV,Ajax,0,3
1972-1973,1972-09-10,Ajax,NEC,4,0
1972-1973,1972-09-10,Excelsior,Haarlem,0,1
1972-1973,1972-09-10,FC Den Bosch,Go Ahead Eagles,2,1
1972-1973,1972-09-10,FC Den Haag,FC Amsterdam,1,1
1972-1973,1972-09-10,FC Twente,PSV,1,0
1972-1973,1972-09-10,MVV,FC Utrecht,2,0
1972-1973,1972-09-10,NAC Breda,FC Groningen,1,1
1972-1973,1972-09-10,Sparta Rotterdam,AZ,4,1
1972-1973,1972-09-10,Telstar,Feyenoord,0,1
1972-1973,1972-09-17,AZ,MVV,2,1
1972-1973,1972-09-17,FC Amsterdam,Excelsior,4,0
1972-1973,1972-09-17,FC Groningen,Telstar,0,2
1972-1973,1972-09-17,FC Utrecht,NAC Breda,3,1
1972-1973,1972-09-17,Feyenoord,Ajax,2,0
1972-1973,1972-09-17,Go Ahead Eagles,FC Den Haag,0,1
1972-1973,1972-09-17,Haarlem,Sparta Rotterdam,0,4
1972-1973,1972-09-17,NEC,FC Twente,2,0
1972-1973,1972-09-17,PSV,FC Den Bosch,3,0
1972-1973,1972-09-24,Ajax,FC Groningen,3,0
1972-1973,1972-09-24,AZ,FC Utrecht,2,2
1972-1973,1972-09-24,Excelsior,Go Ahead Eagles,0,2
1972-1973,1972-09-24,FC Den Bosch,NEC,0,1
1972-1973,1972-09-24,FC Den Haag,PSV,3,0
1972-1973,1972-09-24,FC Twente,Feyenoord,0,0
1972-1973,1972-09-24,MVV,Haarlem,2,0
1972-1973,1972-09-24,Sparta Rotterdam,FC Amsterdam,5,0
1972-1973,1972-09-24,Telstar,NAC Breda,2,0
1972-1973,1972-10-01,FC Amsterdam,MVV,2,0
1972-1973,1972-10-01,FC Groningen,FC Twente,0,3
1972-1973,1972-10-01,FC Utrecht,Telstar,1,1
1972-1973,1972-10-01,Feyenoord,FC Den Bosch,4,0
1972-1973,1972-10-01,Go Ahead Eagles,Sparta Rotterdam,2,0
1972-1973,1972-10-01,Haarlem,AZ,2,0
1972-1973,1972-10-01,NAC Breda,Ajax,2,0
1972-1973,1972-10-01,NEC,FC Den Haag,1,3
1972-1973,1972-10-01,PSV,Excelsior,2,0
1972-1973,1972-10-08,Ajax,Telstar,9,2
1972-1973,1972-10-08,AZ,FC Amsterdam,1,4
1972-1973,1972-10-08,Excelsior,NEC,1,1
1972-1973,1972-10-08,FC Den Bosch,FC Groningen,1,1
1972-1973,1972-10-08,FC Den Haag,Feyenoord,3,2
1972-1973,1972-10-08,FC Twente,NAC Breda,2,0
1972-1973,1972-10-08,Haarlem,FC Utrecht,0,2
1972-1973,1972-10-08,MVV,Go Ahead Eagles,1,1
1972-1973,1972-10-08,Sparta Rotterdam,PSV,3,0
1972-1973,1972-10-15,FC Amsterdam,Haarlem,2,1
1972-1973,1972-10-15,FC Groningen,FC Den Haag,1,2
1972-1973,1972-10-15,FC Utrecht,Ajax,0,1
1972-1973,1972-10-15,Feyenoord,Excelsior,7,0
1972-1973,1972-10-15,Go Ahead Eagles,AZ,1,2
1972-1973,1972-10-15,NAC Breda,FC Den Bosch,4,0
1972-1973,1972-10-15,NEC,Sparta Rotterdam,3,3
1972-1973,1972-10-15,PSV,MVV,1,3
1972-1973,1972-10-15,Telstar,FC Twente,0,2
1972-1973,1972-10-22,AZ,PSV,2,1
1972-1973,1972-10-22,Excelsior,FC Groningen,0,0
1972-1973,1972-10-22,FC Amsterdam,FC Utrecht,2,1
1972-1973,1972-10-22,FC Den Bosch,Telstar,0,1
1972-1973,1972-10-22,FC Den Haag,NAC Breda,1,1
1972-1973,1972-10-22,FC Twente,Ajax,0,1
1972-1973,1972-10-22,Haarlem,Go Ahead Eagles,5,2
1972-1973,1972-10-22,MVV,NEC,2,0
1972-1973,1972-10-22,Sparta Rotterdam,Feyenoord,1,1
1972-1973,1972-11-05,Ajax,FC Den Bosch,9,0
1972-1973,1972-11-05,FC Groningen,Sparta Rotterdam,1,4
1972-1973,1972-11-05,FC Utrecht,FC Twente,1,2
1972-1973,1972-11-05,Feyenoord,MVV,2,1
1972-1973,1972-11-05,Go Ahead Eagles,FC Amsterdam,0,0
1972-1973,1972-11-05,NAC Breda,Excelsior,2,1
1972-1973,1972-11-05,NEC,AZ,3,2
1972-1973,1972-11-05,PSV,Haarlem,2,1
1972-1973,1972-11-05,Telstar,FC Den Haag,4,1
1972-1973,1972-11-12,AZ,Feyenoord,0,2
1972-1973,1972-11-12,Excelsior,Telstar,1,1
1972-1973,1972-11-12,FC Amsterdam,PSV,1,1
1972-1973,1972-11-12,FC Den Bosch,FC Twente,0,2
1972-1973,1972-11-12,FC Den Haag,Ajax,0,1
1972-1973,1972-11-12,Go Ahead Eagles,FC Utrecht,3,4
1972-1973,1972-11-12,Haarlem,NEC,1,1
1972-1973,1972-11-12,MVV,FC Groningen,3,0
1972-1973,1972-11-12,Sparta Rotterdam,NAC Breda,2,0
1972-1973,1972-11-26,Ajax,Excelsior,8,0
1972-1973,1972-11-26,FC Groningen,AZ,4,2
1972-1973,1972-11-26,FC Twente,FC Den Haag,2,0
1972-1973,1972-11-26,FC Utrecht,FC Den Bosch,1,0
1972-1973,1972-11-26,Feyenoord,Haarlem,1,0
1972-1973,1972-11-26,NAC Breda,MVV,1,1
1972-1973,1972-11-26,NEC,FC Amsterdam,1,0
1972-1973,1972-11-26,PSV,Go Ahead Eagles,0,0
1972-1973,1972-11-26,Telstar,Sparta Rotterdam,0,1
1972-1973,1972-12-03,AZ,NAC Breda,2,2
1972-1973,1972-12-03,Excelsior,FC Twente,0,0
1972-1973,1972-12-03,FC Amsterdam,Feyenoord,1,3
1972-1973,1972-12-03,FC Den Haag,FC Den Bosch,0,0
1972-1973,1972-12-03,Go Ahead Eagles,NEC,0,1
1972-1973,1972-12-03,Haarlem,FC Groningen,1,1
1972-1973,1972-12-03,MVV,Telstar,4,0
1972-1973,1972-12-03,PSV,FC Utrecht,5,1
1972-1973,1972-12-03,Sparta Rotterdam,Ajax,3,1
1972-1973,1972-12-17,Ajax,MVV,4,0
1972-1973,1972-12-17,FC Den Bosch,Excelsior,0,0
1972-1973,1972-12-17,FC Den Haag,FC Utrecht,1,1
1972-1973,1972-12-17,FC Groningen,FC Amsterdam,4,0
1972-1973,1972-12-17,FC Twente,Sparta Rotterdam,0,1
1972-1973,1972-12-17,Feyenoord,Go Ahead Eagles,2,1
1972-1973,1972-12-17,NAC Breda,Haarlem,1,1
1972-1973,1972-12-17,NEC,PSV,1,1
1972-1973,1972-12-17,Telstar,AZ,0,0
1972-1973,1973-01-07,AZ,Ajax,0,5
1972-1973,1973-01-07,Excelsior,FC Den Haag,0,2
1972-1973,1973-01-07,FC Amsterdam,NAC Breda,0,0
1972-1973,1973-01-07,FC Utrecht,NEC,2,0
1972-1973,1973-01-07,Go Ahead Eagles,FC Groningen,0,0
1972-1973,1973-01-07,Haarlem,Telstar,1,2
1972-1973,1973-01-07,MVV,FC Twente,1,0
1972-1973,1973-01-07,PSV,Feyenoord,0,1
1972-1973,1973-01-07,Sparta Rotterdam,FC Den Bosch,3,1
1972-1973,1973-01-14,AZ,FC Twente,2,2
1972-1973,1973-01-14,FC Amsterdam,Telstar,2,0
1972-1973,1973-01-14,FC Utrecht,Excelsior,2,0
1972-1973,1973-01-14,Go Ahead Eagles,NAC Breda,3,0
1972-1973,1973-01-14,Haarlem,Ajax,0,4
1972-1973,1973-01-14,MVV,FC Den Bosch,1,1
1972-1973,1973-01-14,NEC,Feyenoord,2,3
1972-1973,1973-01-14,PSV,FC Groningen,0,0
1972-1973,1973-01-14,Sparta Rotterdam,FC Den Haag,3,1
1972-1973,1973-01-21,Ajax,FC Amsterdam,2,1
1972-1973,1973-01-21,Excelsior,Sparta Rotterdam,0,4
1972-1973,1973-01-21,FC Den Bosch,AZ,1,2
1972-1973,1973-01-21,FC Den Haag,MVV,1,1
1972-1973,1973-01-21,FC Groningen,NEC,1,1
1972-1973,1973-01-21,FC Twente,Haarlem,1,1
1972-1973,1973-01-21,Feyenoord,FC Utrecht,2,1
1972-1973,1973-01-21,NAC Breda,PSV,1,2
1972-1973,1973-01-21,Telstar,Go Ahead Eagles,3,0
1972-1973,1973-02-04,AZ,FC Den Haag,0,1
1972-1973,1973-02-04,FC Amsterdam,FC Twente,1,1
1972-1973,1973-02-04,FC Utrecht,Sparta Rotterdam,1,5
1972-1973,1973-02-04,Feyenoord,FC Groningen,5,1
1972-1973,1973-02-04,Go Ahead Eagles,Ajax,0,1
1972-1973,1973-02-04,Haarlem,FC Den Bosch,2,1
1972-1973,1973-02-04,MVV,Excelsior,3,0
1972-1973,1973-02-04,NEC,NAC Breda,0,2
1972-1973,1973-02-04,PSV,Telstar,3,0
1972-1973,1973-02-11,Ajax,PSV,3,1
1972-1973,1973-02-11,Excelsior,AZ,1,0
1972-1973,1973-02-11,FC Den Bosch,FC Amsterdam,0,0
1972-1973,1973-02-11,FC Den Haag,Haarlem,3,0
1972-1973,1973-02-11,FC Groningen,FC Utrecht,2,1
1972-1973,1973-02-11,FC Twente,Go Ahead Eagles,3,0
1972-1973,1973-02-11,NAC Breda,Feyenoord,0,5
1972-1973,1973-02-11,Sparta Rotterdam,MVV,4,0
1972-1973,1973-02-11,Telstar,NEC,3,1
1972-1973,1973-02-18,FC Den Bosch,PSV,1,4
1972-1973,1973-02-18,FC Twente,FC Groningen,4,2
1972-1973,1973-02-18,MVV,AZ,1,0
1972-1973,1973-02-25,AZ,Sparta Rotterdam,1,0
1972-1973,1973-02-25,FC Amsterdam,FC Den Haag,0,2
1972-1973,1973-02-25,FC Utrecht,MVV,1,1
1972-1973,1973-02-25,Go Ahead Eagles,FC Den Bosch,1,0
1972-1973,1973-02-25,Haarlem,Excelsior,2,0
1972-1973,1973-02-25,NEC,Ajax,0,4
1972-1973,1973-03-04,Ajax,Feyenoord,2,1
1972-1973,1973-03-04,Excelsior,FC Amsterdam,2,3
1972-1973,1973-03-04,FC Den Haag,Go Ahead Eagles,2,0
1972-1973,1973-03-04,FC Twente,NEC,2,0
1972-1973,1973-03-04,NAC Breda,FC Utrecht,0,3
1972-1973,1973-03-04,Sparta Rotterdam,Haarlem,4,1
1972-1973,1973-03-04,Telstar,FC Groningen,5,1
1972-1973,1973-03-11,FC Amsterdam,Sparta Rotterdam,4,2
1972-1973,1973-03-11,FC Groningen,Ajax,0,2
1972-1973,1973-03-11,FC Utrecht,AZ,2,0
1972-1973,1973-03-11,Feyenoord,FC Twente,1,3
1972-1973,1973-03-11,Go Ahead Eagles,Excelsior,2,1
1972-1973,1973-03-11,Haarlem,MVV,3,2
1972-1973,1973-03-11,NAC Breda,Telstar,0,1
1972-1973,1973-03-11,NEC,FC Den Bosch,7,0
1972-1973,1973-03-11,PSV,FC Den Haag,0,0
1972-1973,1973-03-18,Ajax,NAC Breda,4,0
1972-1973,1973-03-18,AZ,Haarlem,2,1
1972-1973,1973-03-18,Excelsior,PSV,2,3
1972-1973,1973-03-18,FC Den Bosch,Feyenoord,0,2
1972-1973,1973-03-18,FC Den Haag,NEC,1,0
1972-1973,1973-03-18,MVV,FC Amsterdam,0,3
1972-1973,1973-03-18,Sparta Rotterdam,Go Ahead Eagles,1,0
1972-1973,1973-03-18,Telstar,FC Utrecht,0,1
1972-1973,1973-03-25,FC Amsterdam,AZ,0,3
1972-1973,1973-03-25,FC Groningen,FC Den Bosch,4,2
1972-1973,1973-03-25,FC Utrecht,Haarlem,1,1
1972-1973,1973-03-25,Feyenoord,FC Den Haag,2,0
1972-1973,1973-03-25,Go Ahead Eagles,MVV,2,2
1972-1973,1973-03-25,NAC Breda,FC Twente,0,1
1972-1973,1973-03-25,NEC,Excelsior,2,1
1972-1973,1973-03-25,PSV,Sparta Rotterdam,2,1
1972-1973,1973-03-25,Telstar,Ajax,0,1
1972-1973,1973-04-01,Ajax,FC Utrecht,3,1
1972-1973,1973-04-01,AZ,Go Ahead Eagles,1,1
1972-1973,1973-04-01,Excelsior,Feyenoord,1,6
1972-1973,1973-04-01,FC Den Bosch,NAC Breda,2,0
1972-1973,1973-04-01,FC Den Haag,FC Groningen,3,0
1972-1973,1973-04-01,FC Twente,Telstar,2,0
1972-1973,1973-04-01,Haarlem,FC Amsterdam,1,4
1972-1973,1973-04-01,MVV,PSV,0,1
1972-1973,1973-04-01,Sparta Rotterdam,NEC,2,2
1972-1973,1973-04-08,Ajax,FC Twente,1,0
1972-1973,1973-04-08,FC Groningen,Excelsior,1,1
1972-1973,1973-04-08,FC Utrecht,FC Amsterdam,2,0
1972-1973,1973-04-08,Feyenoord,Sparta Rotterdam,3,3
1972-1973,1973-04-08,Go Ahead Eagles,Haarlem,0,4
1972-1973,1973-04-08,NAC Breda,FC Den Haag,1,2
1972-1973,1973-04-08,NEC,MVV,0,0
1972-1973,1973-04-08,PSV,AZ,1,0
1972-1973,1973-04-08,Telstar,FC Den Bosch,3,1
1972-1973,1973-04-15,AZ,NEC,0,0
1972-1973,1973-04-15,Excelsior,NAC Breda,2,0
1972-1973,1973-04-15,FC Amsterdam,Go Ahead Eagles,0,1
1972-1973,1973-04-15,FC Den Bosch,Ajax,1,2
1972-1973,1973-04-15,FC Den Haag,Telstar,1,0
1972-1973,1973-04-15,FC Twente,FC Utrecht,3,1
1972-1973,1973-04-15,Haarlem,PSV,1,1
1972-1973,1973-04-15,MVV,Feyenoord,1,2
1972-1973,1973-04-15,Sparta Rotterdam,FC Groningen,2,0
1972-1973,1973-04-18,FC Groningen,NAC Breda,1,0
1972-1973,1973-04-18,Feyenoord,Telstar,2,0
1972-1973,1973-04-18,PSV,FC Twente,0,1
1972-1973,1973-04-23,Ajax,FC Den Haag,5,0
1972-1973,1973-04-23,FC Groningen,MVV,1,4
1972-1973,1973-04-23,FC Twente,FC Den Bosch,2,0
1972-1973,1973-04-23,FC Utrecht,Go Ahead Eagles,1,0
1972-1973,1973-04-23,Feyenoord,AZ,2,1
1972-1973,1973-04-23,NAC Breda,Sparta Rotterdam,0,1
1972-1973,1973-04-23,NEC,Haarlem,2,1
1972-1973,1973-04-23,PSV,FC Amsterdam,2,0
1972-1973,1973-04-23,Telstar,Excelsior,1,3
1972-1973,1973-04-29,AZ,FC Groningen,1,1
1972-1973,1973-04-29,Excelsior,Ajax,0,1
1972-1973,1973-04-29,FC Amsterdam,NEC,1,1
1972-1973,1973-04-29,FC Den Bosch,FC Utrecht,3,0
1972-1973,1973-04-29,FC Den Haag,FC Twente,0,4
1972-1973,1973-04-29,Go Ahead Eagles,PSV,1,0
1972-1973,1973-04-29,Haarlem,Feyenoord,0,0
1972-1973,1973-04-29,MVV,NAC Breda,3,0
1972-1973,1973-04-29,Sparta Rotterdam,Telstar,2,1
1972-1973,1973-05-06,Ajax,Sparta Rotterdam,4,2
1972-1973,1973-05-06,FC Den Bosch,FC Den Haag,2,1
1972-1973,1973-05-06,FC Groningen,Haarlem,4,1
1972-1973,1973-05-06,FC Twente,Excelsior,2,0
1972-1973,1973-05-06,FC Utrecht,PSV,1,1
1972-1973,1973-05-06,Feyenoord,FC Amsterdam,7,2
1972-1973,1973-05-06,NAC Breda,AZ,3,0
1972-1973,1973-05-06,NEC,Go Ahead Eagles,1,1
1972-1973,1973-05-06,Telstar,MVV,2,1
1972-1973,1973-05-13,AZ,Telstar,0,0
1972-1973,1973-05-13,Excelsior,FC Den Bosch,4,1
1972-1973,1973-05-13,FC Amsterdam,FC Groningen,0,1
1972-1973,1973-05-13,FC Utrecht,FC Den Haag,1,1
1972-1973,1973-05-13,Go Ahead Eagles,Feyenoord,2,4
1972-1973,1973-05-13,Haarlem,NAC Breda,3,1
1972-1973,1973-05-13,MVV,Ajax,1,0
1972-1973,1973-05-13,PSV,NEC,2,0
1972-1973,1973-05-13,Sparta Rotterdam,FC Twente,1,2
1972-1973,1973-05-20,Ajax,AZ,3,0
1972-1973,1973-05-20,FC Den Bosch,Sparta Rotterdam,0,5
1972-1973,1973-05-20,FC Den Haag,Excelsior,1,1
1972-1973,1973-05-20,FC Groningen,Go Ahead Eagles,1,1
1972-1973,1973-05-20,FC Twente,MVV,0,0
1972-1973,1973-05-20,Feyenoord,PSV,2,0
1972-1973,1973-05-20,NAC Breda,FC Amsterdam,1,0
1972-1973,1973-05-20,NEC,FC Utrecht,3,0
1972-1973,1973-05-20,Telstar,Haarlem,2,3
1973-1974,1973-08-12,FC Amsterdam,PSV,2,1
