season,date,home_team,away_team,home_score,away_score,match_result,match_result_numeric,home_elo,away_elo,home_form_score,away_form_score,home_goal_difference,away_goal_difference,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_goal_diff,last10_h2h_home_wins,last10_h2h_away_wins,last10_h2h_draws,last100_h2h_goal_diff,last10_h2h_goal_diff,home_team_home_win_pct,away_team_away_win_pct,elo_difference
2001-2002,2001-08-26,Feyenoord,Ajax,1,2,away_win,-1,1203.0485165325795,1186.282667037441,18.4,8.799999999999999,9,4,16,14,15,7,3,4,3,0,-6.0,0.7647058823529411,0.35294117647058826,16.765849495138582
2001-2002,2001-08-26,FC Den Bosch,Fortuna Sittard,4,0,home_win,1,974.3288901896738,1054.8569843289451,7.0,8.399999999999999,4,-1,2,3,2,-2,2,3,2,0,-2.0,0.17647058823529413,0.17647058823529413,-80.52809413927139
2001-2002,2001-09-07,SC Heerenveen,Vitesse,1,1,draw,0,1155.6765623063134,1209.4396006861298,9.2,15.6,5,5,4,3,2,1,4,3,2,0,1.0,0.35294117647058826,0.4117647058823529,-53.76303837981641
2001-2002,2001-09-08,AZ,NAC Breda,2,1,home_win,1,1001.885533061495,1108.3272651830116,5.0,13.0,-5,-2,12,2,5,33,8,1,1,0,26.0,0.35294117647058826,0.35294117647058826,-106.44173212151657
2001-2002,2001-09-08,FC Twente,Ajax,0,2,away_win,-1,1124.7397717598046,1203.0541641861475,10.0,13.2,2,6,12,14,9,-8,3,4,3,0,-3.0,0.5882352941176471,0.4117647058823529,-78.31439242634292
2001-2002,2001-09-08,NEC,Feyenoord,0,3,away_win,-1,1020.6186912558607,1186.2770193838728,4.6,14.6,-6,7,6,15,4,-19,3,6,1,0,-7.0,0.4117647058823529,0.47058823529411764,-165.65832812801216
2001-2002,2001-09-08,PSV,Fortuna Sittard,3,0,home_win,1,1354.8438243385115,1035.2135395606633,15.8,9.8,2,-3,18,5,6,31,9,0,1,0,20.0,0.7647058823529411,0.17647058823529413,319.63028477784815
2001-2002,2001-09-08,Roda JC,De Graafschap,0,1,away_win,-1,1148.4429043547498,995.6851185157363,7.4,6.799999999999999,-3,1,8,3,1,16,6,3,1,0,10.0,0.6470588235294118,0.17647058823529413,152.75778583901342
2001-2002,2001-09-09,Willem II,FC Den Bosch,1,1,draw,0,1138.9879538789355,993.9723349579555,13.2,11.200000000000001,3,10,3,0,1,3,3,0,1,0,3.0,0.5882352941176471,0.058823529411764705,145.01561892098005
2001-2002,2001-09-09,Sparta Rotterdam,RKC Waalwijk,0,0,draw,0,943.503868188898,1139.2859478791306,5.199999999999999,13.8,-8,4,5,3,5,4,4,3,3,0,3.0,0.29411764705882354,0.29411764705882354,-195.78207969023265
2001-2002,2001-09-09,FC Utrecht,FC Groningen,3,1,home_win,1,1129.7770532713555,1009.7728186461532,6.800000000000001,5.0,2,-10,14,3,5,23,7,2,1,0,14.0,0.6470588235294118,0.11764705882352941,120.00423462520234
2001-2002,2001-09-14,Fortuna Sittard,Willem II,1,2,away_win,-1,1030.8276704464877,1132.6723041462826,11.799999999999999,9.4,-3,0,10,5,7,15,6,2,2,0,11.0,0.35294117647058826,0.29411764705882354,-101.84463369979494
2001-2002,2001-09-15,Feyenoord,De Graafschap,2,0,home_win,1,1195.1781459876272,1018.2990822674385,18.0,11.0,10,3,10,1,1,30,8,1,1,0,26.0,0.7058823529411765,0.23529411764705882,176.8790637201887
2001-2002,2001-09-15,NAC Breda,PSV,2,0,home_win,1,1087.5732551554015,1359.2296934526871,8.200000000000001,14.799999999999999,-5,4,8,19,7,-24,2,4,4,0,-2.0,0.4117647058823529,0.7058823529411765,-271.6564382972856
2001-2002,2001-09-15,Vitesse,Sparta Rotterdam,1,1,draw,0,1206.983295641814,951.6730553311158,12.399999999999999,7.199999999999999,2,-6,11,1,4,14,8,0,2,0,17.0,0.5294117647058824,0.11764705882352941,255.3102403106982
2001-2002,2001-09-16,FC Utrecht,Roda JC,4,1,home_win,1,1140.4604182047929,1125.8289406030476,9.0,1.6,4,-7,14,11,3,6,4,4,2,0,0.0,0.6470588235294118,0.29411764705882354,14.631477601745246
2001-2002,2001-09-16,FC Groningen,FC Twente,3,0,home_win,1,999.0894537127158,1112.2864189314869,5.799999999999999,11.8,-11,2,10,7,4,21,4,3,3,0,9.0,0.4117647058823529,0.11764705882352941,-113.19696521877108
2001-2002,2001-09-16,RKC Waalwijk,SC Heerenveen,2,1,home_win,1,1131.1167607369127,1158.132867350629,10.6,9.6,3,5,1,4,4,-6,1,4,4,0,-6.0,0.5882352941176471,0.29411764705882354,-27.016106613716374
2001-2002,2001-09-16,Ajax,AZ,1,0,home_win,1,1215.5075170144653,1022.639543089105,18.8,6.6,9,-4,21,1,2,57,10,0,0,0,28.0,0.6470588235294118,0.17647058823529413,192.86797392536027
2001-2002,2001-09-16,FC Den Bosch,NEC,2,1,home_win,1,1000.2879846906084,1011.7175646521063,12.2,5.3999999999999995,10,-6,1,1,2,1,1,1,2,0,1.0,0.23529411764705882,0.058823529411764705,-11.429579961497893
2001-2002,2001-09-21,Roda JC,FC Den Bosch,4,1,home_win,1,1110.502347002107,1016.8141465070363,2.0,10.399999999999999,-9,4,4,1,2,10,4,1,2,0,10.0,0.5882352941176471,0.058823529411764705,93.68820049507065
2001-2002,2001-09-22,RKC Waalwijk,Fortuna Sittard,1,0,home_win,1,1148.3583969555443,1019.3879158226416,8.399999999999999,6.800000000000001,3,-7,3,3,5,-2,2,3,5,0,-3.0,0.5882352941176471,0.17647058823529413,128.9704811329027
2001-2002,2001-09-22,SC Heerenveen,PSV,4,1,home_win,1,1140.8912311319975,1332.769049843869,9.0,10.4,4,0,0,6,3,-13,0,6,3,0,-13.0,0.35294117647058826,0.6470588235294118,-191.87781871187144
2001-2002,2001-09-23,Ajax,Sparta Rotterdam,3,0,home_win,1,1223.437969826333,961.689353991503,18.4,7.000000000000001,8,-6,32,5,8,97,10,0,0,0,45.0,0.7058823529411765,0.11764705882352941,261.74861583483005
2001-2002,2001-09-23,AZ,FC Utrecht,1,0,home_win,1,1014.7090902772372,1155.7870118057335,7.799999999999999,6.6,-1,1,16,3,2,26,7,2,1,0,10.0,0.35294117647058826,0.29411764705882354,-141.0779215284963
2001-2002,2001-09-23,De Graafschap,Vitesse,0,2,away_win,-1,1009.8069668156596,1196.966996981427,11.0,13.2,1,2,2,2,3,1,2,2,3,0,1.0,0.35294117647058826,0.4117647058823529,-187.16003016576735
2001-2002,2001-09-23,NEC,FC Groningen,1,0,home_win,1,995.1914028356783,1020.1254251309819,6.200000000000001,9.8,-5,-2,4,3,7,-1,3,3,4,0,-4.0,0.4117647058823529,0.11764705882352941,-24.93402229530352
2001-2002,2001-09-28,De Graafschap,NAC Breda,4,2,home_win,1,1001.6788965121947,1114.0338987642197,5.799999999999999,10.6,-4,-3,3,2,5,3,3,2,5,0,3.0,0.29411764705882354,0.35294117647058826,-112.35500225202497
2001-2002,2001-09-29,Willem II,AZ,2,2,draw,0,1144.1120587701287,1036.8709753037383,14.399999999999999,12.0,4,3,4,4,3,-2,3,4,3,0,-5.0,0.5294117647058824,0.17647058823529413,107.24108346639036
2001-2002,2001-09-29,PSV,Vitesse,0,2,away_win,-1,1308.7335511884737,1205.095067284892,10.2,16.4,-3,4,11,2,3,19,8,1,1,0,10.0,0.7647058823529411,0.4117647058823529,103.6384839035818
2001-2002,2001-09-29,Fortuna Sittard,NEC,2,2,draw,0,1009.0686663900542,1012.3376897486473,6.0,10.6,-8,-2,4,3,4,2,4,3,3,0,2.0,0.35294117647058826,0.058823529411764705,-3.269023358593131
2001-2002,2001-09-30,FC Den Bosch,Feyenoord,0,0,draw,0,1005.0270266525914,1203.6702614394062,9.8,17.4,1,11,2,5,2,-13,2,5,2,0,-13.0,0.29411764705882354,0.47058823529411764,-198.6432347868148
2001-2002,2001-09-30,FC Groningen,Ajax,1,4,away_win,-1,1002.9791382180128,1229.2434582719375,9.6,17.6,-3,7,3,15,4,-30,0,8,2,0,-15.0,0.4117647058823529,0.47058823529411764,-226.26432005392462
2001-2002,2001-09-30,FC Utrecht,RKC Waalwijk,2,1,home_win,1,1133.6251267792325,1158.6776463881317,7.799999999999999,12.8,1,5,5,2,6,11,4,1,5,0,10.0,0.7058823529411765,0.29411764705882354,-25.052519608899274
2001-2002,2001-09-30,Roda JC,SC Heerenveen,0,2,away_win,-1,1122.2894668565518,1164.9267297873928,3.0,11.200000000000001,-6,7,5,2,2,6,5,2,2,0,6.0,0.5882352941176471,0.23529411764705882,-42.63726293084096
2001-2002,2001-09-30,Sparta Rotterdam,FC Twente,1,1,draw,0,955.8838655458986,1091.2504475132207,8.6,11.799999999999999,-4,-1,11,14,10,1,4,4,2,0,3.0,0.23529411764705882,0.11764705882352941,-135.36658196732208
2001-2002,2001-10-07,Sparta Rotterdam,FC Den Bosch,1,1,draw,0,961.8203364669891,1013.2932165391787,4.0,12.799999999999999,-6,2,8,0,1,14,8,0,1,0,14.0,0.23529411764705882,0.058823529411764705,-51.47288007218958
2001-2002,2001-10-09,RKC Waalwijk,De Graafschap,2,0,home_win,1,1141.5259306142812,1022.6799086912096,15.399999999999999,9.8,5,-1,5,2,0,7,5,2,0,0,7.0,0.6470588235294118,0.23529411764705882,118.84602192307159
2001-2002,2001-10-09,NAC Breda,Roda JC,2,1,home_win,1,1093.0328865852048,1108.2431874185513,5.6,3.5999999999999996,-6,-6,8,8,8,-2,3,3,4,0,1.0,0.47058823529411764,0.29411764705882354,-15.210300833346537
2001-2002,2001-10-09,AZ,PSV,1,1,draw,0,1041.6585239826443,1288.097518864187,15.4,4.800000000000001,4,-6,10,8,6,0,2,5,3,0,-9.0,0.35294117647058826,0.5882352941176471,-246.4389948815426
2001-2002,2001-10-09,FC Twente,Willem II,0,0,draw,0,1085.3139765921303,1139.3245100912227,7.800000000000001,10.8,-2,2,15,1,4,37,9,1,0,0,21.0,0.5294117647058824,0.35294117647058826,-54.01053349909239
2001-2002,2001-10-10,Ajax,NEC,5,0,home_win,1,1236.0833806905764,1012.1871501019324,21.6,6.6,10,-3,24,0,1,76,9,0,1,0,32.0,0.7058823529411765,0.058823529411764705,223.89623058864402
2001-2002,2001-10-10,SC Heerenveen,FC Utrecht,1,2,away_win,-1,1178.9730092253933,1150.776842553083,14.2,12.0,9,4,7,1,1,8,7,1,1,0,8.0,0.4117647058823529,0.29411764705882354,28.196166672310255
2001-2002,2001-10-12,Roda JC,PSV,0,1,away_win,-1,1091.543174332665,1278.333630966573,4.199999999999999,7.0,-4,-4,12,17,5,-6,4,3,3,0,7.0,0.5882352941176471,0.5294117647058824,-186.79045663390798
2001-2002,2001-10-13,Fortuna Sittard,Sparta Rotterdam,3,4,away_win,-1,1009.2192060367692,964.1735586295013,1.0,5.8,-9,-3,17,7,5,14,7,1,2,0,6.0,0.35294117647058826,0.11764705882352941,45.04564740726789
2001-2002,2001-10-13,RKC Waalwijk,Ajax,0,2,away_win,-1,1152.256796300293,1242.9968997883705,14.0,21.6,3,14,1,7,5,-18,0,6,4,0,-17.0,0.7058823529411765,0.5294117647058824,-90.74010348807747
2001-2002,2001-10-13,SC Heerenveen,AZ,2,1,home_win,1,1161.6773709382762,1051.422411880258,9.799999999999999,12.399999999999999,3,1,2,0,2,4,2,0,2,0,4.0,0.35294117647058826,0.17647058823529413,110.25495905801813
2001-2002,2001-10-14,NAC Breda,FC Den Bosch,0,0,draw,0,1109.732899671091,1010.9399943766666,7.199999999999999,9.0,-5,-2,2,0,1,5,2,0,1,0,5.0,0.47058823529411764,0.058823529411764705,98.79290529442437
2001-2002,2001-10-14,NEC,Vitesse,1,0,home_win,1,1005.2736310041385,1225.7310996091787,5.3999999999999995,15.6,-8,5,6,7,0,-2,4,6,0,0,-4.0,0.47058823529411764,0.4117647058823529,-220.45746860504028
2001-2002,2001-10-14,Feyenoord,FC Groningen,1,0,home_win,1,1195.404071552819,996.1392157993738,14.799999999999999,4.199999999999999,6,-7,16,0,6,38,7,0,3,0,15.0,0.7058823529411765,0.058823529411764705,199.2648557534452
2001-2002,2001-10-14,De Graafschap,FC Twente,4,2,home_win,1,1011.9490430051976,1087.781409369948,9.6,8.2,-3,-2,2,6,4,-9,2,5,3,0,-8.0,0.35294117647058826,0.058823529411764705,-75.83236636475044
2001-2002,2001-10-14,FC Utrecht,Willem II,3,1,home_win,1,1168.0724808402001,1136.857077313405,17.4,14.0,6,3,8,3,8,8,3,1,6,0,3.0,0.7647058823529411,0.35294117647058826,31.21540352679517
2001-2002,2001-10-17,NAC Breda,Willem II,1,1,draw,0,1105.3020959344544,1122.290744252102,9.4,9.4,0,-1,7,6,5,3,1,5,4,0,-7.0,0.4117647058823529,0.29411764705882354,-16.98864831764763
2001-2002,2001-10-17,Vitesse,FC Groningen,1,0,home_win,1,1200.7525085308648,988.4263721286765,11.399999999999999,4.800000000000001,3,-4,3,3,5,9,3,2,5,0,10.0,0.47058823529411764,0.058823529411764705,212.32613640218835
2001-2002,2001-10-20,AZ,Feyenoord,1,3,away_win,-1,1040.3359976046368,1203.1169152235163,7.4,13.2,-1,5,5,10,9,-12,1,6,3,0,-10.0,0.35294117647058826,0.4117647058823529,-162.78091761887958
2001-2002,2001-10-20,PSV,De Graafschap,4,0,home_win,1,1286.4746077775599,1031.3868343972483,4.2,7.199999999999999,-6,-2,8,0,4,35,6,0,4,0,29.0,0.7647058823529411,0.17647058823529413,255.08777338031155
2001-2002,2001-10-20,Sparta Rotterdam,Roda JC,0,3,away_win,-1,982.2364415491211,1083.4021975216783,7.6,4.800000000000001,-2,-4,15,7,12,21,4,2,4,0,9.0,0.23529411764705882,0.29411764705882354,-101.16575597255724
2001-2002,2001-10-20,Vitesse,NAC Breda,1,0,home_win,1,1208.0338261534937,1106.0838291747666,14.0,12.399999999999999,4,1,7,2,2,13,7,1,2,0,14.0,0.47058823529411764,0.29411764705882354,101.94999697872709
2001-2002,2001-10-20,Willem II,RKC Waalwijk,3,1,home_win,1,1121.5090110117899,1140.343044191191,10.0,14.4,-1,1,9,4,0,11,7,3,0,0,8.0,0.5294117647058824,0.29411764705882354,-18.834033179401104
2001-2002,2001-10-21,FC Den Bosch,FC Utrecht,1,1,draw,0,1015.3707981133032,1182.638813901503,9.6,16.799999999999997,-2,6,5,2,2,6,5,2,2,0,6.0,0.23529411764705882,0.35294117647058826,-167.26801578819982
2001-2002,2001-10-21,FC Groningen,SC Heerenveen,1,1,draw,0,981.1450545060475,1172.7637852138976,6.0,12.0,-3,4,2,2,3,-1,2,2,3,0,-1.0,0.4117647058823529,0.29411764705882354,-191.6187307078501
2001-2002,2001-10-21,NEC,FC Twente,2,0,home_win,1,1030.2522220824524,1068.3436179778973,9.200000000000001,2.5999999999999996,-4,-7,5,12,8,-14,1,7,2,0,-12.0,0.47058823529411764,0.058823529411764705,-38.091395895444975
2001-2002,2001-10-24,SC Heerenveen,Ajax,5,1,home_win,1,1164.7372119515333,1254.9106518974725,15.4,21.6,5,14,1,4,4,-9,1,4,4,0,-9.0,0.4117647058823529,0.5882352941176471,-90.17343994593921
2001-2002,2001-10-26,Roda JC,NEC,0,0,draw,0,1094.870691940109,1047.9994009182076,9.0,14.2,2,-1,13,2,4,29,8,0,2,0,21.0,0.5294117647058824,0.058823529411764705,46.87129102190147
2001-2002,2001-10-27,PSV,RKC Waalwijk,2,0,home_win,1,1292.4645415938337,1123.4765534959774,8.0,10.2,0,-2,9,1,3,31,6,1,3,0,22.0,0.8235294117647058,0.29411764705882354,168.98798809785626
2001-2002,2001-10-27,SC Heerenveen,De Graafschap,1,0,home_win,1,1184.799055960133,1025.3969005809745,14.399999999999999,8.4,6,-4,4,0,2,7,4,0,2,0,7.0,0.47058823529411764,0.17647058823529413,159.40215537915856
2001-2002,2001-10-27,AZ,Fortuna Sittard,3,0,home_win,1,1031.328056035287,991.1563231171493,9.0,1.2,-2,-6,3,3,5,-1,3,3,4,0,-1.0,0.29411764705882354,0.17647058823529413,40.171732918137764
2001-2002,2001-10-27,FC Twente,Vitesse,0,0,draw,0,1050.5964391421421,1219.4691231634313,3.0,17.4,-7,5,5,5,6,1,3,3,4,0,-1.0,0.5294117647058824,0.4117647058823529,-168.87268402128916
2001-2002,2001-10-28,Feyenoord,FC Utrecht,4,0,home_win,1,1212.124856792866,1175.4805265870687,18.8,13.6,8,3,19,2,10,39,5,1,4,0,10.0,0.7058823529411765,0.35294117647058826,36.64433020579736
2001-2002,2001-10-28,Ajax,Willem II,4,1,home_win,1,1234.8488078888727,1138.3755017070034,18.6,7.8,9,0,23,0,4,81,8,0,2,0,28.0,0.7058823529411765,0.29411764705882354,96.47330618186925
2001-2002,2001-10-28,FC Groningen,FC Den Bosch,2,0,home_win,1,989.1716277684118,1022.5290854277376,1.0,5.199999999999999,-6,-3,3,2,3,2,3,2,3,0,2.0,0.4117647058823529,0.058823529411764705,-33.35745765932586
2001-2002,2001-10-30,Sparta Rotterdam,NAC Breda,2,3,away_win,-1,970.7679471306903,1094.648532164829,6.6,7.4,-5,-2,17,7,10,27,4,4,2,0,9.0,0.23529411764705882,0.29411764705882354,-123.88058503413868
2001-2002,2001-11-02,Willem II,Vitesse,1,1,draw,0,1126.7074946206544,1212.2518518439815,7.0,14.799999999999999,-3,3,2,6,5,-15,2,6,2,0,-15.0,0.5882352941176471,0.35294117647058826,-85.5443572233271
2001-2002,2001-11-03,Fortuna Sittard,SC Heerenveen,1,0,home_win,1,976.99809964089,1193.933413695347,1.4,12.8,-6,5,3,4,0,-2,3,4,0,0,-2.0,0.35294117647058826,0.29411764705882354,-216.93531405445708
2001-2002,2001-11-03,NEC,AZ,1,0,home_win,1,1050.1449035383444,1045.4862795115464,10.799999999999999,6.6,-2,0,7,4,7,2,3,2,5,0,0.0,0.47058823529411764,0.11764705882352941,4.658624026797952
2001-2002,2001-11-03,RKC Waalwijk,FC Den Bosch,3,3,draw,0,1114.6980537016339,1004.9976205310318,4.800000000000001,6.199999999999999,-5,-2,1,0,1,2,1,0,1,0,2.0,0.6470588235294118,0.058823529411764705,109.70043317060208
2001-2002,2001-11-03,Sparta Rotterdam,PSV,2,1,home_win,1,960.2427909100016,1301.2430413881773,7.799999999999999,12.399999999999999,-3,5,11,18,16,-17,2,6,2,0,-12.0,0.17647058823529413,0.5294117647058824,-341.00025047817564
2001-2002,2001-11-04,Roda JC,FC Groningen,3,1,home_win,1,1092.7251893199723,1006.7030926651177,4.6,4.2,-1,-3,13,2,5,22,6,0,4,0,12.0,0.47058823529411764,0.058823529411764705,86.02209665485464
2001-2002,2001-11-04,NAC Breda,Feyenoord,2,1,home_win,1,1105.1736883855178,1226.443552737687,12.0,18.4,1,9,9,19,6,-24,1,9,0,0,-13.0,0.35294117647058826,0.47058823529411764,-121.26986435216918
2001-2002,2001-11-04,FC Utrecht,FC Twente,1,1,draw,0,1161.1618306422477,1057.8137104615919,16.2,4.6,0,-4,10,10,10,-4,2,5,3,0,-10.0,0.7647058823529411,0.058823529411764705,103.34812018065577
2001-2002,2001-11-04,De Graafschap,Ajax,1,1,draw,0,1016.2625428457603,1246.5168149752217,10.2,18.0,-3,9,2,6,4,-15,1,6,3,0,-16.0,0.4117647058823529,0.5882352941176471,-230.25427212946136
2001-2002,2001-11-16,SC Heerenveen,Sparta Rotterdam,3,0,home_win,1,1169.0665781537355,988.3020683748678,15.399999999999999,9.8,5,-2,5,0,4,9,5,0,4,0,9.0,0.5294117647058824,0.17647058823529413,180.7645097788677
2001-2002,2001-11-17,AZ,RKC Waalwijk,0,1,away_win,-1,1029.7008042199586,1109.8076077825249,5.6,7.0,-1,-4,3,1,0,4,3,1,0,0,4.0,0.29411764705882354,0.23529411764705882,-80.10680356256626
2001-2002,2001-11-17,FC Den Bosch,FC Twente,1,3,away_win,-1,1009.8880664501407,1062.43749071945,6.0,4.2,-2,-4,4,1,3,5,4,1,3,0,5.0,0.23529411764705882,0.058823529411764705,-52.549424269309156
2001-2002,2001-11-17,Feyenoord,Vitesse,3,2,home_win,1,1205.0751317381853,1208.390111212821,14.6,11.2,6,1,8,1,7,20,5,1,4,0,12.0,0.7058823529411765,0.29411764705882354,-3.31497947463572
2001-2002,2001-11-17,PSV,NEC,3,1,home_win,1,1273.183763923311,1065.9303788299321,14.6,13.2,6,-1,22,0,3,47,9,0,1,0,21.0,0.8235294117647058,0.058823529411764705,207.25338509337894
2001-2002,2001-11-17,Willem II,Roda JC,1,1,draw,0,1130.569235251815,1104.8427364929644,6.799999999999999,8.399999999999999,-3,3,7,9,8,-3,1,6,3,0,-9.0,0.5882352941176471,0.35294117647058826,25.72649875885054
2001-2002,2001-11-18,FC Groningen,Fortuna Sittard,4,2,home_win,1,994.5855454921257,1001.8649351825018,5.0,4.6,-2,-4,11,2,2,21,7,1,2,0,12.0,0.4117647058823529,0.17647058823529413,-7.279389690376092
2001-2002,2001-11-18,FC Utrecht,De Graafschap,6,0,home_win,1,1156.5380503843896,1025.5453280647782,13.200000000000001,5.800000000000001,-1,-5,10,0,2,20,8,0,2,0,17.0,0.7647058823529411,0.17647058823529413,130.9927223196114
2001-2002,2001-11-18,Ajax,NAC Breda,1,3,away_win,-1,1237.2340297562037,1126.5421093850196,15.4,10.2,6,1,30,1,3,84,9,0,1,0,21.0,0.7058823529411765,0.35294117647058826,110.6919203711841
2001-2002,2001-11-23,AZ,FC Den Bosch,3,2,home_win,1,1017.3258488006583,996.2897706391561,4.199999999999999,4.8,-2,-4,2,2,3,-1,2,2,3,0,-1.0,0.29411764705882354,0.058823529411764705,21.036078161502132
2001-2002,2001-11-24,De Graafschap,Sparta Rotterdam,3,0,home_win,1,1015.3072980061013,979.9487514858969,7.2,9.6,-9,-5,3,5,4,-4,3,5,2,0,-4.0,0.4117647058823529,0.17647058823529413,35.35854652020441
2001-2002,2001-11-24,FC Twente,SC Heerenveen,0,0,draw,0,1076.0357865304345,1177.4198950427065,5.6,14.0,-2,7,5,2,2,5,5,2,2,0,5.0,0.47058823529411764,0.29411764705882354,-101.38410851227195
2001-2002,2001-11-24,Fortuna Sittard,RKC Waalwijk,1,4,away_win,-1,985.5297559426012,1122.1825632018251,5.6,4.2,-5,-5,4,3,4,0,3,3,4,0,-2.0,0.4117647058823529,0.29411764705882354,-136.6528072592239
2001-2002,2001-11-24,NAC Breda,FC Groningen,5,0,home_win,1,1147.473913095924,1010.9207247320262,12.799999999999999,8.799999999999999,3,1,5,3,5,4,3,3,4,0,0.0,0.4117647058823529,0.058823529411764705,136.5531883638978
2001-2002,2001-11-24,Vitesse,Roda JC,2,0,home_win,1,1192.237455398746,1106.0253249829998,13.4,10.8,1,4,5,4,6,4,4,2,4,0,7.0,0.47058823529411764,0.29411764705882354,86.21213041574629
2001-2002,2001-11-25,NEC,FC Utrecht,0,3,away_win,-1,1058.4835137229013,1166.7760804430666,15.8,11.799999999999999,2,4,8,8,6,4,2,4,4,0,-1.0,0.5294117647058824,0.35294117647058826,-108.29256672016527
2001-2002,2001-11-25,Ajax,PSV,1,3,away_win,-1,1216.3022260452992,1280.6306290303419,11.399999999999999,18.0,-1,8,25,14,6,32,3,5,2,0,-3.0,0.6470588235294118,0.47058823529411764,-64.32840298504266
2001-2002,2001-11-25,Feyenoord,Willem II,3,1,home_win,1,1221.2277875522602,1129.3866467617795,18.0,9.0,7,-1,23,3,1,58,9,1,0,0,15.0,0.7058823529411765,0.29411764705882354,91.84114079048072
2001-2002,2001-11-27,FC Groningen,AZ,0,1,away_win,-1,1000.904258457278,1032.358283645306,10.4,7.800000000000001,-3,0,5,6,1,-3,4,5,1,0,-3.0,0.47058823529411764,0.11764705882352941,-31.454025188028027
2001-2002,2001-11-27,FC Den Bosch,De Graafschap,3,1,home_win,1,981.2573357945082,1029.684575159746,3.4,4.4,-5,-8,0,0,1,0,0,0,1,0,0.0,0.23529411764705882,0.17647058823529413,-48.42723936523771
2001-2002,2001-11-28,Ajax,FC Twente,3,2,home_win,1,1203.2312643383377,1080.5765393879915,6.200000000000001,7.6,-5,0,28,2,5,91,8,2,0,0,29.0,0.5882352941176471,0.11764705882352941,122.65472495034624
2001-2002,2001-11-28,FC Utrecht,PSV,3,3,draw,0,1177.944484646032,1293.7015907373034,10.0,17.4,5,9,7,14,10,-24,1,6,3,0,-10.0,0.8235294117647058,0.5294117647058824,-115.75710609127145
2001-2002,2001-11-28,NEC,NAC Breda,1,3,away_win,-1,1047.315109519936,1157.4903793706721,11.799999999999999,15.6,-2,8,5,6,10,-4,2,4,4,0,-4.0,0.5294117647058824,0.35294117647058826,-110.17526985073619
2001-2002,2001-11-28,RKC Waalwijk,Feyenoord,2,3,away_win,-1,1132.1950838779799,1233.094180682916,8.0,17.4,0,8,5,4,4,0,3,4,3,0,-4.0,0.5882352941176471,0.47058823529411764,-100.89909680493611
2001-2002,2001-11-28,Roda JC,Fortuna Sittard,1,0,home_win,1,1093.9160128077112,975.5172352664465,13.0,4.199999999999999,3,-8,7,9,7,2,4,2,4,0,7.0,0.47058823529411764,0.17647058823529413,118.39877754126474
2001-2002,2001-11-28,Sparta Rotterdam,Willem II,3,2,home_win,1,965.5714743322523,1117.5202536311238,4.199999999999999,8.6,-9,-3,18,5,4,28,4,4,2,0,-2.0,0.23529411764705882,0.29411764705882354,-151.9487792988715
2001-2002,2001-11-30,De Graafschap,FC Groningen,1,2,away_win,-1,1011.4687495956476,986.348825427908,5.199999999999999,10.2,-6,-4,2,3,2,-3,2,3,2,0,-3.0,0.4117647058823529,0.058823529411764705,25.11992416773967
2001-2002,2001-12-01,SC Heerenveen,Feyenoord,1,0,home_win,1,1172.8791421851495,1244.5739726383351,15.4,16.799999999999997,7,7,3,4,2,-3,3,4,2,0,-3.0,0.5882352941176471,0.47058823529411764,-71.69483045318566
2001-2002,2001-12-01,RKC Waalwijk,Roda JC,3,0,home_win,1,1120.7152919225607,1104.6652489140492,9.399999999999999,11.200000000000001,1,1,5,4,4,2,3,3,4,0,0.0,0.5882352941176471,0.23529411764705882,16.050043008511466
2001-2002,2001-12-01,PSV,AZ,3,0,home_win,1,1288.5596479883695,1046.9137166746762,14.799999999999999,12.6,5,3,20,2,2,55,10,0,0,0,29.0,0.8235294117647058,0.17647058823529413,241.64593131369338
2001-2002,2001-12-01,FC Twente,Fortuna Sittard,1,1,draw,0,1070.0014800096558,964.7679991601085,9.0,4.800000000000001,1,-8,13,1,5,23,7,0,3,0,12.0,0.47058823529411764,0.17647058823529413,105.23348084954728
2001-2002,2001-12-02,FC Utrecht,Vitesse,3,1,home_win,1,1183.0864273949658,1204.3467675740346,10.399999999999999,12.0,5,2,9,4,3,11,5,3,2,0,1.0,0.7647058823529411,0.29411764705882354,-21.260340179068862
